study,author,year,n_1,n_2,yi,paper,n_t
neuroscience,Lovic,2013,13,13,0.124243811,Lovic_2013,26
neuroscience,Luchicchi,2016,14,18,0.785495099,Luchicchi_2016,32
neuroscience,Luchicchi,2016,9,12,0.435129562,Luchicchi_2016,21
neuroscience,Luchicchi,2016,11,12,0.514096303,Luchicchi_2016,23
neuroscience,Luchicchi,2016,11,12,0.167816141,Luchicchi_2016,23
neuroscience,Luchicchi,2016,14,19,-1.047666657,Luchicchi_2016,33
neuroscience,Luchicchi,2016,14,19,-5.311204564,Luchicchi_2016,33
neuroscience,Luchicchi,2016,14,19,-0.81902567,Luchicchi_2016,33
neuroscience,Luchicchi,2016,14,19,-0.677010287,Luchicchi_2016,33
neuroscience,Madruga,2006,4,5,0.080690483,Madruga_2006,9
neuroscience,Madruga,2006,4,5,3.809958024,Madruga_2006,9
neuroscience,Madruga,2006,4,5,0.077999422,Madruga_2006,9
neuroscience,Madruga,2006,5,6,-2.473249651,Madruga_2006,11
neuroscience,Madruga,2006,3,5,-0.094316223,Madruga_2006,8
neuroscience,Madruga,2006,3,5,1.152256706,Madruga_2006,8
neuroscience,Madruga,2006,3,5,0.321671177,Madruga_2006,8
neuroscience,Madruga,2006,3,5,-0.555104529,Madruga_2006,8
neuroscience,Matthews,2001,8,10,0.51744026,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.605812813,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.715537373,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.748576106,Matthews_2001,18
neuroscience,Matthews,2001,8,10,-2.904346968,Matthews_2001,18
neuroscience,Matthews,2001,8,10,-0.952253835,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.317417945,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.317417945,Matthews_2001,18
neuroscience,Matthews,2001,8,10,0.63483589,Matthews_2001,18
neuroscience,Matthews,2001,8,10,16.66444211,Matthews_2001,18
neuroscience,Matthews,2001,8,6,1.302534802,Matthews_2001,14
neuroscience,Matthews,2001,8,6,0.179386398,Matthews_2001,14
neuroscience,Matthews,2001,8,6,1.547106632,Matthews_2001,14
neuroscience,Matthews,2001,8,6,1.505937659,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-1.410985387,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-0.660664816,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-0.355877418,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-0.586824102,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-1.067632254,Matthews_2001,14
neuroscience,Matthews,2001,8,6,-1.101108027,Matthews_2001,14
neuroscience,Meyer U,2008,5,6,-0.597905405,Meyer U_2008,11
neuroscience,Meyer U,2008,6,6,-1.242394165,Meyer U_2008,12
neuroscience,Meyer U,2008,6,6,-3.397715881,Meyer U_2008,12
neuroscience,Meyer,2008,4,4,-0.276783088,Meyer_2008,8
neuroscience,Meyer,2008,4,4,-0.152944533,Meyer_2008,8
neuroscience,Meyer,2008,4,4,-0.144581126,Meyer_2008,8
neuroscience,Meyer,2008,4,4,-0.549367754,Meyer_2008,8
neuroscience,Meyer,2008,4,4,-0.039564861,Meyer_2008,8
neuroscience,Meyer,2008,4,4,0.028946183,Meyer_2008,8
neuroscience,Meyer,2008,4,4,0.379732669,Meyer_2008,8
neuroscience,Meyer,2008,4,4,-0.489232882,Meyer_2008,8
neuroscience,Meyer,2008,8,8,-2.32064827,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.361237018,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.750075311,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.912425832,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.189085911,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.556051605,Meyer_2008,16
neuroscience,Meyer,2008,8,8,-0.465361316,Meyer_2008,16
neuroscience,Meyer,2008,8,8,-0.39381262,Meyer_2008,16
neuroscience,Meyer,2008,8,8,-0.328882024,Meyer_2008,16
neuroscience,Meyer,2008,8,8,0.141838522,Meyer_2008,16
neuroscience,Meyer,2008,8,8,-0.501858629,Meyer_2008,16
neuroscience,Meyer,2008,8,8,-0.196468864,Meyer_2008,16
neuroscience,Novak,2013,5,5,-0.291976056,Novak_2013,10
neuroscience,Novak,2013,5,5,-0.105130689,Novak_2013,10
neuroscience,Ognibene,2008,8,8,1.15238926,Ognibene_2008,16
neuroscience,Ognibene,2008,8,8,-3.283051803,Ognibene_2008,16
neuroscience,Oreland,2011,9,20,0.42688395,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-1.063371531,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.25613037,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.194708513,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0.061225119,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.521631992,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.521620822,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.649148819,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0.137079619,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0.281438727,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.214143054,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.274170947,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.3315866,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.08233723,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.314283827,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.318628565,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.472609569,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0.327999586,Oreland_2011,29
neuroscience,Oreland,2011,9,20,-0.042471974,Oreland_2011,29
neuroscience,Oreland,2011,9,20,0.280859038,Oreland_2011,29
neuroscience,Oreland,2011,9,19,0.734910967,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.60419381,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.710816247,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.462412089,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.535071775,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.388330528,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.081098718,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.205032445,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.034064081,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.127917599,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.376967242,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.098761932,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.03044752,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.075284481,Oreland_2011,28
neuroscience,Oreland,2011,9,19,-0.268759807,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.171567923,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.063153901,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.308986551,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.050518141,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.525657821,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.399191629,Oreland_2011,28
neuroscience,Oreland,2011,9,19,0.406478022,Oreland_2011,28
neuroscience,Ozawa,2006,10,14,-0.410505142,Ozawa_2006,24
neuroscience,Ozawa,2006,10,14,-0.872811599,Ozawa_2006,24
neuroscience,Ozawa,2006,12,17,-0.39624615,Ozawa_2006,29
neuroscience,Ozawa,2006,12,17,1.913406787,Ozawa_2006,29
neuroscience,Ozawa,2006,12,17,0.928424343,Ozawa_2006,29
neuroscience,Ozawa,2006,12,17,0.172941419,Ozawa_2006,29
neuroscience,Ozawa,2006,12,17,0.106375552,Ozawa_2006,29
neuroscience,Ozawa,2006,12,17,0.086769165,Ozawa_2006,29
neuroscience,Pallares,2013,3,4,0.719210528,Pallares_2013,7
neuroscience,Pallares,2013,3,4,0.463477755,Pallares_2013,7
neuroscience,Panag.,2004,6,9,1.194498507,Panag._2004,15
neuroscience,Panag.,2004,5,13,-1.167061744,Panag._2004,18
neuroscience,Panag.,2004,5,9,0.098278478,Panag._2004,14
neuroscience,Panag.,2004,5,13,-0.214582626,Panag._2004,18
neuroscience,Pang Y,2015,5,7,1.542273902,Pang Y_2015,12
neuroscience,Papai.,2002,10,10,-0.639141504,Papai._2002,20
neuroscience,Papai.,2002,10,10,2.253718993,Papai._2002,20
neuroscience,Papai.,2002,10,10,-0.317898251,Papai._2002,20
neuroscience,Papai.,2002,10,10,-1.041075046,Papai._2002,20
neuroscience,Papai.,2002,10,10,-1.161316874,Papai._2002,20
neuroscience,Papai.,2002,10,10,0.813793031,Papai._2002,20
neuroscience,Ploj,2003,4,8,-1.300195538,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.860069917,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.43794925,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.457868973,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.040682055,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.083399657,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.035589975,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.844173447,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.725072612,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.130941269,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.65073592,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.149650811,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.890519332,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.164827471,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.148830131,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.061726879,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.041057908,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.701997602,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.434246213,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.508223133,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.734667486,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.155768934,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.278169323,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.082233513,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.715344678,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.097395875,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.787507593,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.727189174,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.884021605,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.707204188,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.92793764,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.1007295,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.318107098,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.357690954,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.815325942,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.732617157,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.038101107,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.003343371,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.196825785,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.325399967,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.190628521,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.200525809,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.423806643,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.371079697,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.282529735,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.404233714,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.123749824,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.516489685,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.08417341,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.150384959,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.359144652,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.656010298,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.073784241,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.733718003,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.378690523,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.597731489,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.542629199,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.617948847,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.092552636,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.171316742,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.270845387,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-0.659047967,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.221987649,Ploj_2003,12
neuroscience,Ploj,2003,4,8,-1.220352721,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.371249473,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.543157103,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.589912477,Ploj_2003,12
neuroscience,Ploj,2003,4,8,1.876287767,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.55541846,Ploj_2003,12
neuroscience,Ploj,2003,4,8,0.465534666,Ploj_2003,12
neuroscience,Rentesi,2013,12,13,2.277045664,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.530393139,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.182163653,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.681982038,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,0.561617786,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.208961971,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.599522715,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,0,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.743644043,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.656544194,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,0.076386853,Rentesi_2013,25
neuroscience,Rentesi,2013,12,13,-0.120327781,Rentesi_2013,25
neuroscience,Reynaert,2015,6,6,-2.924370233,Reynaert_2015,12
neuroscience,Reynaert,2015,6,6,-7.872067359,Reynaert_2015,12
neuroscience,Reynaert,2015,5,5,0.219928187,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,0.041440686,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,-0.383516143,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,-1.050926035,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,1.492820414,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,-2.90024869,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,-1.25010391,Reynaert_2015,10
neuroscience,Reynaert,2015,5,5,0.161042207,Reynaert_2015,10
neuroscience,Reznikov,1995,5,6,1.377647734,Reznikov_1995,11
neuroscience,Romano,2016,10,10,-0.058340735,Romano_2016,20
neuroscience,Romano,2016,10,10,-1.099148057,Romano_2016,20
neuroscience,Romano,2016,10,10,-1.04630664,Romano_2016,20
neuroscience,Romano,2016,10,10,-0.490287975,Romano_2016,20
neuroscience,Romero,2007,12,12,1.39058658,Romero_2007,24
neuroscience,Romero,2007,12,12,0.458863646,Romero_2007,24
neuroscience,Romero,2007,12,12,0.354934136,Romero_2007,24
neuroscience,Romero,2007,12,12,0.53775433,Romero_2007,24
neuroscience,Romero,2007,12,12,1.43825141,Romero_2007,24
neuroscience,Romero,2007,12,12,0.650210236,Romero_2007,24
neuroscience,Romero,2010,11,11,1.375485674,Romero_2010,22
neuroscience,Romero,2010,5,5,0.675968361,Romero_2010,10
neuroscience,Romero,2010,5,5,0.458776285,Romero_2010,10
neuroscience,Romero,2010,5,5,0.74344961,Romero_2010,10
neuroscience,Romero,2010,5,5,1.957568632,Romero_2010,10
neuroscience,Romero,2010,5,5,0.970127856,Romero_2010,10
neuroscience,Romero,2010,11,11,1.10441029,Romero_2010,22
neuroscience,Romero,2010,11,11,1.175410862,Romero_2010,22
neuroscience,Romero,2010,11,11,0.637990013,Romero_2010,22
neuroscience,Romero,2010,11,11,-0.030234413,Romero_2010,22
neuroscience,Romero,2010,11,11,-0.214615469,Romero_2010,22
neuroscience,Romero,2010,11,11,-0.057239936,Romero_2010,22
neuroscience,Romero,2010,11,11,0.346937145,Romero_2010,22
neuroscience,Romero,2010,11,11,0.126028776,Romero_2010,22
neuroscience,Romero,2010,11,11,0.242679024,Romero_2010,22
neuroscience,Romero,2010,11,11,-0.477382561,Romero_2010,22
neuroscience,Romero,2010,11,11,0.861240803,Romero_2010,22
neuroscience,Romero,2010,11,11,-0.31998155,Romero_2010,22
neuroscience,Rossi,2011,8,8,1.319805421,Rossi_2011,16
neuroscience,Rossi,2011,8,8,-1.002780477,Rossi_2011,16
neuroscience,Rossi,2011,8,8,1.019315842,Rossi_2011,16
neuroscience,Rossi,2011,8,8,0.90053397,Rossi_2011,16
neuroscience,Rossi,2011,8,8,0.297647257,Rossi_2011,16
neuroscience,Rossi,2011,8,8,-0.08271347,Rossi_2011,16
neuroscience,Rots,1996,5,5,1.367242426,Rots_1996,10
neuroscience,Rots,1996,9,9,0.188205689,Rots_1996,18
neuroscience,Sasagawa,2017,4,4,-0.739396805,Sasagawa_2017,8
neuroscience,Sasagawa,2017,6,6,-1.659904978,Sasagawa_2017,12
neuroscience,Sasagawa,2017,4,4,-0.561590563,Sasagawa_2017,8
neuroscience,Sasagawa,2017,6,6,-1.074879057,Sasagawa_2017,12
neuroscience,Sasagawa,2017,4,4,0.659628791,Sasagawa_2017,8
neuroscience,Sasagawa,2017,7,7,-1.654348147,Sasagawa_2017,14
neuroscience,Sasagawa,2017,4,4,1.077398807,Sasagawa_2017,8
neuroscience,Sasagawa,2017,7,7,0.040693123,Sasagawa_2017,14
neuroscience,Sasagawa,2017,3,5,-0.339388509,Sasagawa_2017,8
neuroscience,Sasagawa,2017,8,8,-1.326291816,Sasagawa_2017,16
neuroscience,Silvagni,2008,9,9,2.148693514,Silvagni_2008,18
neuroscience,Silveira,2010,10,15,0.944510278,Silveira_2010,25
neuroscience,Silveira,2010,10,15,-2.046237757,Silveira_2010,25
neuroscience,Silveira,2010,10,15,-2.589916727,Silveira_2010,25
neuroscience,Son,2007,4,4,2.486865156,Son_2007,8
neuroscience,Son,2007,4,4,-14.48817296,Son_2007,8
neuroscience,Son,2007,4,4,-24.60942031,Son_2007,8
neuroscience,Son,2007,6,6,-2.696400766,Son_2007,12
neuroscience,Son,2007,6,6,-1.56182312,Son_2007,12
neuroscience,Son,2007,6,6,-0.050544774,Son_2007,12
neuroscience,Tien,2013,6,6,2.162779876,Tien_2013,12
neuroscience,Tien,2013,6,6,11.81210547,Tien_2013,12
neuroscience,Tien,2013,6,6,3.452449554,Tien_2013,12
neuroscience,Tien,2013,6,6,1.255436201,Tien_2013,12
neuroscience,Tien,2013,6,6,3.760292901,Tien_2013,12
neuroscience,Tien,2013,6,6,2.976598736,Tien_2013,12
neuroscience,Vazquez,2007,20,20,0.343832251,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.085958063,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.123956843,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.346531882,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.092408503,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.250546979,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.259198889,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.730491226,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.141381212,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,1.524740302,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,1.016493534,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.328896108,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.159454111,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.262999213,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.146121566,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.328896108,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.109632036,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.085958063,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.317491699,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.317491699,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.37192042,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.328896108,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.138612753,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.356715619,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.287796821,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.168088234,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.048701138,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.252236033,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.19598421,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.057559364,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,-0.690712371,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.26308586,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.270932614,Vazquez_2007,40
neuroscience,Vazquez,2007,20,20,0.198432312,Vazquez_2007,40
neuroscience,Vuillermot,2012,5,6,0.850515802,Vuillermot_2012,11
neuroscience,Vuillermot,2012,5,6,-0.299916732,Vuillermot_2012,11
neuroscience,Vuillermot,2012,5,6,-1.1262158,Vuillermot_2012,11
neuroscience,Vuillermot,2012,5,5,-1.42250003,Vuillermot_2012,10
neuroscience,Vuillermot,2012,6,6,-2.28976505,Vuillermot_2012,12
neuroscience,Vuillermot,2012,6,6,-5.024052063,Vuillermot_2012,12
neuroscience,Vuillermot,2012,7,7,-0.124114661,Vuillermot_2012,14
neuroscience,Vuillermot,2012,7,7,0.03930877,Vuillermot_2012,14
neuroscience,Vuillermot,2012,7,7,-0.448356303,Vuillermot_2012,14
neuroscience,Vuillermot,2012,7,7,-0.194211867,Vuillermot_2012,14
neuroscience,Vuillermot,2012,7,7,-0.111315646,Vuillermot_2012,14
neuroscience,Vuillermot,2012,7,7,-0.209412795,Vuillermot_2012,14
neuroscience,Wang,2009,6,6,-1.240389494,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.977565343,Wang_2009,12
neuroscience,Wang,2009,6,6,-1.103413006,Wang_2009,12
neuroscience,Wang,2009,6,6,-2.356552275,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.651980461,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.705734158,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.530046056,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.569264039,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.46308734,Wang_2009,12
neuroscience,Wang,2009,6,6,-1.318659642,Wang_2009,12
neuroscience,Wang,2009,6,6,0.142787499,Wang_2009,12
neuroscience,Wang,2009,6,6,0.371803073,Wang_2009,12
neuroscience,Wang,2009,6,6,0.206737984,Wang_2009,12
neuroscience,Wang,2009,6,6,1.413903337,Wang_2009,12
neuroscience,Wang,2009,6,6,-0.023842839,Wang_2009,12
neuroscience,Weston,2014,12,11,-0.069355316,Weston_2014,23
neuroscience,Weston,2014,12,11,0.16897388,Weston_2014,23
neuroscience,Weston,2014,12,11,0.552063676,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.169749394,Weston_2014,23
neuroscience,Weston,2014,12,11,1.823314988,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.351906376,Weston_2014,23
neuroscience,Weston,2014,12,11,0.022947196,Weston_2014,23
neuroscience,Weston,2014,12,11,0.078823538,Weston_2014,23
neuroscience,Weston,2014,12,11,1.064734945,Weston_2014,23
neuroscience,Weston,2014,12,11,0.383794457,Weston_2014,23
neuroscience,Weston,2014,12,11,0.565552994,Weston_2014,23
neuroscience,Weston,2014,12,11,0.313536165,Weston_2014,23
neuroscience,Weston,2014,12,11,0.846297837,Weston_2014,23
neuroscience,Weston,2014,12,11,0.382787318,Weston_2014,23
neuroscience,Weston,2014,12,11,0.616259504,Weston_2014,23
neuroscience,Weston,2014,12,11,0.171635429,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.942603196,Weston_2014,23
neuroscience,Weston,2014,12,11,0.242594973,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.231597418,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.070021094,Weston_2014,23
neuroscience,Weston,2014,12,11,0.696498283,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.142930458,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.971001794,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.825623454,Weston_2014,23
neuroscience,Weston,2014,12,11,0.337583791,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.67736793,Weston_2014,23
neuroscience,Weston,2014,12,11,0.544942742,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.647803342,Weston_2014,23
neuroscience,Weston,2014,12,11,-1.554337657,Weston_2014,23
neuroscience,Weston,2014,12,11,-0.027267619,Weston_2014,23
neuroscience,Weston,2014,10,10,0.197051659,Weston_2014,20
neuroscience,Weston,2014,10,10,0.630595285,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.493509354,Weston_2014,20
neuroscience,Weston,2014,10,10,0.259571673,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.23734756,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.180784762,Weston_2014,20
neuroscience,Weston,2014,10,10,0.948020894,Weston_2014,20
neuroscience,Weston,2014,10,10,0.308858812,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.251868216,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.681329474,Weston_2014,20
neuroscience,Weston,2014,10,10,0.127340154,Weston_2014,20
neuroscience,Weston,2014,10,10,0.637536722,Weston_2014,20
neuroscience,Weston,2014,10,10,0.240535086,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.053930826,Weston_2014,20
neuroscience,Weston,2014,10,10,0.835613818,Weston_2014,20
neuroscience,Weston,2014,10,10,0.395189753,Weston_2014,20
neuroscience,Weston,2014,10,10,0.391693977,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.556916731,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.328047524,Weston_2014,20
neuroscience,Weston,2014,10,10,0.600597432,Weston_2014,20
neuroscience,Weston,2014,10,10,0.121144393,Weston_2014,20
neuroscience,Weston,2014,10,10,0.065803976,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.783387954,Weston_2014,20
neuroscience,Weston,2014,10,10,0.156205528,Weston_2014,20
neuroscience,Weston,2014,10,10,0,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.02531202,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.210446863,Weston_2014,20
neuroscience,Weston,2014,10,10,-0.185809732,Weston_2014,20
