study,author,year,n_1,n_2,yi,paper,n_t
metabolism,Reyes-Castro et al. ,2012,8,8,-0.458531901,Reyes-Castro et al. _2012a,16
metabolism,Watkins et al. ,2008,46,55,-0.12825741,Watkins et al. _2008a,101
metabolism,Jaiswal et al. ,1996,8,15,-0.600140353,Jaiswal et al. _1996,23
metabolism,"Trzcinska, Tonkiss & Galler ",1999,13,13,0.099377202,"Trzcinska, Tonkiss & Galler _1999",26
metabolism,Watkins et al. ,2008,60,52,-0.23844531,Watkins et al. _2008b,112
metabolism,Reyes-Castro et al. ,2012,8,8,0.963746463,Reyes-Castro et al. _2012b,16
metabolism,Smart ,1974,15,15,-2.552858837,Smart _1974,30
metabolism,Nolan et al. ,2001,7,7,-0.558116577,Nolan et al. _2001,14
metabolism,"Almeida, Garcia & De Oliveira ",1993,10,10,0.550392483,"Almeida, Garcia & De Oliveira _1993",20
metabolism,Watkins et al. ,2008,50,52,0.151695406,Watkins et al. _2008a,102
metabolism,Watkins et al. ,2008,50,50,0.548019628,Watkins et al. _2008a,100
metabolism,Francolin-Silva et al. ,2006,32,36,-0.095667654,Francolin-Silva et al. _2006,68
metabolism,"Perreira-da-Silva, Cabral-Filho & de-Olivera ",2009,13,14,3.739870717,"Perreira-da-Silva, Cabral-Filho & de-Olivera _2009",27
metabolism,Nolan et al. ,2001,7,7,0.528047038,Nolan et al. _2001,14
metabolism,Reyes-Castro et al. ,2012,8,8,2.394890046,Reyes-Castro et al. _2012b,16
metabolism,Samuelsson et al. ,2013,6,8,-1.02317431,Samuelsson et al. _2013,14
metabolism,Francolin-Silva et al. ,2006,32,38,-0.231496487,Francolin-Silva et al. _2006,70
metabolism,"Perreira-da-Silva, Cabral-Filho & de-Olivera ",2009,13,14,0.762365586,"Perreira-da-Silva, Cabral-Filho & de-Olivera _2009",27
metabolism,Reyes-Castro et al. ,2012,8,8,-0.841346459,Reyes-Castro et al. _2012a,16
metabolism,Rudyk et al. ,2011,7,8,0.085680142,Rudyk et al. _2011,15
metabolism,Shimizu et al. ,2013,5,5,-1.51940952,Shimizu et al. _2013,10
metabolism,Reyes-Castro et al. ,2012,8,8,1.761485899,Reyes-Castro et al. _2012b,16
metabolism,"Fernandez, Gonzalez & Patterson ",1997,15,14,-0.826390959,"Fernandez, Gonzalez & Patterson _1997",29
metabolism,Rodriguez et al. ,2012,6,6,0.834992379,Rodriguez et al. _2012,12
metabolism,Francolin-Silva et al. ,2006,32,38,0.231477243,Francolin-Silva et al. _2006,70
metabolism,Jaiswal et al. ,1996,12,7,0.194644435,Jaiswal et al. _1996,19
metabolism,Rodriguez et al. ,2012,6,6,0.389527933,Rodriguez et al. _2012,12
metabolism,Jaiswal et al. ,1996,12,7,1.017611034,Jaiswal et al. _1996,19
metabolism,"Trzcinska, Tonkiss & Galler ",1999,5,5,-1.055072263,"Trzcinska, Tonkiss & Galler _1999",10
metabolism,"Galler, Tonkiss & Maldonado-Irizarry ",1994,17,16,0.210769027,"Galler, Tonkiss & Maldonado-Irizarry _1994",33
metabolism,Reyes-Castro et al. ,2012,8,8,1.176000288,Reyes-Castro et al. _2012b,16
metabolism,Francolin-Silva et al. ,2006,32,38,-0.042265232,Francolin-Silva et al. _2006,70
metabolism,Galler et al. ,1994,17,15,0.12709955,Galler et al. _1994,32
metabolism,"Perreira-da-Silva, Cabral-Filho & de-Olivera ",2009,13,14,0.872240672,"Perreira-da-Silva, Cabral-Filho & de-Olivera _2009",27
metabolism,Francolin-Silva et al. ,2006,32,36,0.181026366,Francolin-Silva et al. _2006,68
metabolism,Reyes-Castro et al. ,2012,8,8,0.802626823,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.588561957,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.296368078,Reyes-Castro et al. _2012a,16
metabolism,"Massaro, Levitsky & Barnes ",1977,56,48,-0.102882377,"Massaro, Levitsky & Barnes _1977a",104
metabolism,Kumon et al. ,2010,17,17,-0.690191119,Kumon et al. _2010,34
metabolism,Samuelsson et al. ,2008,6,6,-1.183020257,Samuelsson et al. _2008,12
metabolism,Rodriguez et al. ,2012,6,6,0.735957159,Rodriguez et al. _2012,12
metabolism,Jaiswal et al. ,1996,12,7,0.791636023,Jaiswal et al. _1996,19
metabolism,Rodriguez et al. ,2012,6,6,-0.253286386,Rodriguez et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,1.130127951,Rodriguez et al. _2012,12
metabolism,Francolin-Silva et al. ,2006,32,38,0.048230096,Francolin-Silva et al. _2006,70
metabolism,Samuelsson et al. ,2013,6,8,2.440485951,Samuelsson et al. _2013,14
metabolism,Levay et al. ,2010,12,12,-0.887803131,Levay et al. _2010,24
metabolism,Rodriguez et al. ,2012,6,6,0.020253189,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,0.570126662,Reyes-Castro et al. _2012a,16
metabolism,Jaiswal et al. ,1996,8,15,1.078608689,Jaiswal et al. _1996,23
metabolism,"Almeida, Garcia & De Oliveira ",1993,10,10,1.279646815,"Almeida, Garcia & De Oliveira _1993",20
metabolism,"Fernandez, Gonzalez & Patterson ",1997,15,14,-0.46389522,"Fernandez, Gonzalez & Patterson _1997",29
metabolism,Levay et al. ,2010,12,12,-1.322945236,Levay et al. _2010,24
metabolism,Francolin-Silva et al. ,2006,32,33,0.10819466,Francolin-Silva et al. _2006,65
metabolism,"Massaro, Levitsky & Barnes ",1977,16,16,0.230508605,"Massaro, Levitsky & Barnes _1977a",32
metabolism,Nolan et al. ,2001,7,7,1.80702429,Nolan et al. _2001,14
metabolism,Reyes-Castro et al. ,2012,8,8,-1.491194733,Reyes-Castro et al. _2012a,16
metabolism,Hernandes et al. ,2005,10,10,0.219997902,Hernandes et al. _2005,20
metabolism,Watkins et al. ,2008,50,52,0.262566135,Watkins et al. _2008a,102
metabolism,"Massaro, Levitsky & Barnes ",1977,16,16,-0.986322549,"Massaro, Levitsky & Barnes _1977a",32
metabolism,Rodriguez et al. ,2012,6,6,0.49723093,Rodriguez et al. _2012,12
metabolism,Hernandes et al. ,2005,10,10,-0.541503142,Hernandes et al. _2005,20
metabolism,Francolin-Silva et al. ,2006,32,36,0.244468859,Francolin-Silva et al. _2006,68
metabolism,Shimizu et al. ,2013,5,5,-0.456114826,Shimizu et al. _2013,10
metabolism,Francolin-Silva et al. ,2006,32,33,0.030193083,Francolin-Silva et al. _2006,65
metabolism,Francolin-Silva et al. ,2006,32,36,-0.133524518,Francolin-Silva et al. _2006,68
metabolism,Reyes-Castro et al. ,2012,8,8,0.503925536,Reyes-Castro et al. _2012a,16
metabolism,Watkins et al. ,2008,54,57,-0.641453676,Watkins et al. _2008b,111
metabolism,Rodriguez et al. ,2012,6,6,0.581446034,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,1.205934117,Reyes-Castro et al. _2012b,16
metabolism,Levay et al. ,2010,12,12,-0.808284049,Levay et al. _2010,24
metabolism,Kumon et al. ,2010,16,16,-1.096598675,Kumon et al. _2010,32
metabolism,Francolin-Silva et al. ,2006,32,33,0.335400321,Francolin-Silva et al. _2006,65
metabolism,Watkins et al. ,2008,46,55,0,Watkins et al. _2008a,101
metabolism,Levay et al. ,2010,12,12,-0.476858415,Levay et al. _2010,24
metabolism,Watkins et al. ,2008,60,52,-0.22696409,Watkins et al. _2008b,112
metabolism,"Almeida, Garcia & De Oliveira ",1993,10,10,0.181721065,"Almeida, Garcia & De Oliveira _1993",20
metabolism,Cipolla et al. 1987),1987,4,2,-1.279461712,Cipolla et al. 1987)_,6
metabolism,Shimizu et al. ,2013,14,14,-1.60924558,Shimizu et al. _2013,28
metabolism,Kumon et al. ,2010,17,17,-1.623347252,Kumon et al. _2010,34
metabolism,Reyes-Castro et al. ,2012,8,8,-1.378455461,Reyes-Castro et al. _2012a,16
metabolism,Rodriguez et al. ,2012,6,6,0.141540084,Rodriguez et al. _2012,12
metabolism,Watkins et al. ,2008,54,57,0.559846455,Watkins et al. _2008b,111
metabolism,Reyes-Castro et al. ,2012,8,8,0.034585138,Reyes-Castro et al. _2012b,16
metabolism,Rodriguez et al. ,2012,6,6,1.973400899,Rodriguez et al. _2012,12
metabolism,Cipolla et al. 1987),1987,4,4,-0.140028242,Cipolla et al. 1987)_,8
metabolism,Cipolla et al. 1987),1987,4,4,-0.420084726,Cipolla et al. 1987)_,8
metabolism,Rodriguez et al. ,2012,6,6,-0.92045476,Rodriguez et al. _2012,12
metabolism,"Almeida, Tonkiss & Galler ",1996,8,8,-0.450720717,"Almeida, Tonkiss & Galler _1996",16
metabolism,Levay et al. ,2010,12,12,-0.264193232,Levay et al. _2010,24
metabolism,Reyes-Castro et al. ,2012,8,8,-1.108855773,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,0.655351377,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,0.78596915,Reyes-Castro et al. _2012b,16
metabolism,Watkins et al. ,2008,46,55,0.143768929,Watkins et al. _2008a,101
metabolism,Francolin-Silva et al. ,2006,32,38,0.430565119,Francolin-Silva et al. _2006,70
metabolism,Levay et al. ,2010,12,12,-0.769061652,Levay et al. _2010,24
metabolism,Samuelsson et al. ,2008,6,6,0,Samuelsson et al. _2008,12
metabolism,Cipolla et al. 1987),1987,4,3,0.368548073,Cipolla et al. 1987)_,7
metabolism,Watkins et al. ,2008,50,50,0.627008987,Watkins et al. _2008a,100
metabolism,Hernandes et al. ,2005,10,10,0.413653774,Hernandes et al. _2005,20
metabolism,Francolin-Silva et al. ,2006,32,33,0.233016394,Francolin-Silva et al. _2006,65
metabolism,Velasquez et al. ,2010,13,10,-0.204622093,Velasquez et al. _2010,23
metabolism,Velasquez et al. ,2010,10,10,-0.38719748,Velasquez et al. _2010,20
metabolism,Watkins et al. ,2008,46,62,0.162258931,Watkins et al. _2008a,108
metabolism,"Massaro, Levitsky & Barnes ",1977,16,16,-1.330407205,"Massaro, Levitsky & Barnes _1977a",32
metabolism,"Massaro, Levitsky & Barnes ",1977,16,16,-1.426380663,"Massaro, Levitsky & Barnes _1977a",32
metabolism,"Massaro, Levitsky & Barnes ",1977,56,48,-0.284224106,"Massaro, Levitsky & Barnes _1977a",104
metabolism,Rodriguez et al. ,2012,6,6,0.724558235,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-0.65449396,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.097477824,Reyes-Castro et al. _2012b,16
metabolism,Rodriguez et al. ,2012,6,6,0.712577643,Rodriguez et al. _2012,12
metabolism,Francolin-Silva et al. ,2006,32,33,1.006841969,Francolin-Silva et al. _2006,65
metabolism,Levay et al. ,2010,12,12,0.140375588,Levay et al. _2010,24
metabolism,Rodriguez et al. ,2012,6,6,2.26648343,Rodriguez et al. _2012,12
metabolism,Fernandes et al. ,2012,8,9,1.283533464,Fernandes et al. _2012,17
metabolism,Fernandes et al. ,2012,8,9,0.225480749,Fernandes et al. _2012,17
metabolism,Watkins et al. ,2008,46,62,-0.390303921,Watkins et al. _2008a,108
metabolism,Reyes-Castro et al. ,2012,8,8,-0.853928089,Reyes-Castro et al. _2012a,16
metabolism,Rodriguez et al. ,2012,6,6,1.584828008,Rodriguez et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,1.490530475,Rodriguez et al. _2012,12
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,8,8,-0.762586048,"Raygada, Cho & Hilakivi-Clarke_1998",16
metabolism,Kumon et al. ,2010,16,16,-0.397421598,Kumon et al. _2010,32
metabolism,"Massaro, Levitsky & Barnes ",1977,16,16,0.326447712,"Massaro, Levitsky & Barnes _1977a",32
metabolism,Smart ,1974,15,14,0,Smart _1974,29
metabolism,Jaiswal et al. ,1996,12,7,-1.016968439,Jaiswal et al. _1996,19
metabolism,Velasquez et al. ,2010,10,10,-0.730975271,Velasquez et al. _2010,20
metabolism,Velasquez et al. ,2010,10,9,-0.549723047,Velasquez et al. _2010,19
metabolism,Rodriguez et al. ,2012,6,6,-0.26233022,Rodriguez et al. _2012,12
metabolism,Watkins et al. ,2008,50,52,-0.41725971,Watkins et al. _2008a,102
metabolism,Watkins et al. ,2008,50,50,-0.491807507,Watkins et al. _2008a,100
metabolism,"Almeida, Tonkiss & Galler ",1996,8,8,0,"Almeida, Tonkiss & Galler _1996",16
metabolism,Smart ,1974,15,14,0.575698402,Smart _1974,29
metabolism,Samuelsson et al. ,2008,6,6,0,Samuelsson et al. _2008,12
metabolism,Kumon et al. ,2010,16,16,0.056495508,Kumon et al. _2010,32
metabolism,Fernandes et al. ,2012,8,9,0.986726734,Fernandes et al. _2012,17
metabolism,Reyes-Castro et al. ,2012,8,8,-1.043616739,Reyes-Castro et al. _2012b,16
metabolism,Cipolla et al. 1987),1987,4,4,0.482570382,Cipolla et al. 1987)_,8
metabolism,Shimizu et al. ,2013,14,14,1.577298244,Shimizu et al. _2013,28
metabolism,Hernandes et al. ,2005,10,10,-0.237562841,Hernandes et al. _2005,20
metabolism,Samuelsson et al. ,2013,6,8,0.768930765,Samuelsson et al. _2013,14
metabolism,Cipolla et al. 1987),1987,4,4,-0.499710937,Cipolla et al. 1987)_,8
metabolism,Cipolla et al. 1987),1987,4,4,0.606791852,Cipolla et al. 1987)_,8
metabolism,Cipolla et al. 1987),1987,4,4,-0.618689731,Cipolla et al. 1987)_,8
metabolism,Watkins et al. ,2008,60,52,0.006653704,Watkins et al. _2008b,112
metabolism,Francolin-Silva et al. ,2006,32,38,0.357375695,Francolin-Silva et al. _2006,70
metabolism,Rodriguez et al. ,2012,6,6,0.256274064,Rodriguez et al. _2012,12
metabolism,Levay et al. ,2010,12,12,0.426372692,Levay et al. _2010,24
metabolism,Levay et al. ,2010,12,12,-0.32619444,Levay et al. _2010,24
metabolism,Levay et al. ,2010,12,12,-0.505356168,Levay et al. _2010,24
metabolism,Reyes-Castro et al. ,2012,8,8,-1.524616895,Reyes-Castro et al. _2012a,16
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.856415391,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Shimizu et al. ,2013,14,14,-0.027556484,Shimizu et al. _2013,28
metabolism,Rodriguez et al. ,2012,6,6,0.426603687,Rodriguez et al. _2012,12
metabolism,Cipolla et al. 1987),1987,4,3,0.410938821,Cipolla et al. 1987)_,7
metabolism,Cipolla et al. 1987),1987,4,3,-0.42267993,Cipolla et al. 1987)_,7
metabolism,Reyes-Castro et al. ,2012,8,8,-1.099587266,Reyes-Castro et al. _2012b,16
metabolism,Levay et al. ,2010,12,12,-0.12371405,Levay et al. _2010,24
metabolism,Francolin-Silva et al. ,2006,32,36,0.603658865,Francolin-Silva et al. _2006,68
metabolism,Shimizu et al. ,2013,14,14,-0.24793506,Shimizu et al. _2013,28
metabolism,Reyes-Castro et al. ,2012,8,8,-1.543087295,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.907937907,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.893441115,Reyes-Castro et al. _2012a,16
metabolism,Rodriguez et al. ,2012,6,6,0.340076684,Rodriguez et al. _2012,12
metabolism,Bilbo & Tsang ,2010,8,8,-0.744720296,Bilbo & Tsang _2010,16
metabolism,Levay et al. ,2010,12,12,0.278701599,Levay et al. _2010,24
metabolism,Jaiswal et al. ,1996,12,7,-1.664193922,Jaiswal et al. _1996,19
metabolism,Jaiswal et al. ,1996,12,10,2.943817641,Jaiswal et al. _1996,22
metabolism,Rodriguez et al. ,2012,6,6,0.476553375,Rodriguez et al. _2012,12
metabolism,Jaiswal et al. ,1996,8,15,-0.422856678,Jaiswal et al. _1996,23
metabolism,Francolin-Silva et al. ,2006,32,33,0.630908579,Francolin-Silva et al. _2006,65
metabolism,Reyes-Castro et al. ,2012,8,8,-0.079332485,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-1.56662759,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-1.546332791,Reyes-Castro et al. _2012a,16
metabolism,Samuelsson et al. ,2008,6,6,0.126347217,Samuelsson et al. _2008,12
metabolism,Cipolla et al. 1987),1987,4,2,0.496006002,Cipolla et al. 1987)_,6
metabolism,Cipolla et al. 1987),1987,4,2,-0.507028358,Cipolla et al. 1987)_,6
metabolism,"Fernandez, Gonzalez & Patterson ",1997,15,14,0.206319812,"Fernandez, Gonzalez & Patterson _1997",29
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,-0.982963279,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Samuelsson et al. ,2013,6,8,-0.158870856,Samuelsson et al. _2013,14
metabolism,Nolan et al. ,2001,7,7,-0.177071922,Nolan et al. _2001,14
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,10,10,-1.329605046,"Raygada, Cho & Hilakivi-Clarke_1998",20
metabolism,Francolin-Silva et al. ,2006,32,36,-4.188274462,Francolin-Silva et al. _2006,68
metabolism,Francolin-Silva et al. ,2006,32,38,-2.105000409,Francolin-Silva et al. _2006,70
metabolism,"Almeida, Garcia & De Oliveira ",1993,10,10,0.007359371,"Almeida, Garcia & De Oliveira _1993",20
metabolism,Rodriguez et al. ,2012,6,6,-0.231230797,Rodriguez et al. _2012,12
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,8,8,2.1981212,"Raygada, Cho & Hilakivi-Clarke_1998",16
metabolism,Rodriguez et al. ,2012,6,6,0.231166027,Rodriguez et al. _2012,12
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.931795333,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Frankova & Barnes ,1968,10,8,-0.120251932,Frankova & Barnes _1968,18
metabolism,Bilbo & Tsang ,2010,8,8,-1.175113357,Bilbo & Tsang _2010,16
metabolism,Rodriguez et al. ,2012,6,6,1.052427961,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-0.897618482,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.890795002,Reyes-Castro et al. _2012a,16
metabolism,Ohishi et al. ,2012,16,16,1.738928893,Ohishi et al. _2012,32
metabolism,"Almeida, Garcia & De Oliveira ",1993,10,10,0.009662505,"Almeida, Garcia & De Oliveira _1993",20
metabolism,Ohishi et al. ,2012,16,16,-0.233196014,Ohishi et al. _2012,32
metabolism,Jaiswal et al. ,1996,8,15,0.043904075,Jaiswal et al. _1996,23
metabolism,"Trzcinska, Tonkiss & Galler ",1999,14,14,0.481047406,"Trzcinska, Tonkiss & Galler _1999",28
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.888155146,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.361133097,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Francolin-Silva et al. ,2006,32,33,-2.7901427,Francolin-Silva et al. _2006,65
metabolism,Garg et al. ,2012,6,6,-0.160029122,Garg et al. _2012,12
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,8,8,1.471208263,"Raygada, Cho & Hilakivi-Clarke_1998",16
metabolism,Bilbo & Tsang ,2010,8,8,0.872128146,Bilbo & Tsang _2010,16
metabolism,Frankova & Barnes ,1968,10,8,0.159499299,Frankova & Barnes _1968,18
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,10,10,-2.543743003,"Raygada, Cho & Hilakivi-Clarke_1998",20
metabolism,Reyes-Castro et al. ,2012,8,8,-1.2835057,Reyes-Castro et al. _2012a,16
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,0.298448553,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,-0.792769231,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,0.515788308,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,Francolin-Silva et al. ,2006,32,36,0.349504006,Francolin-Silva et al. _2006,68
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,8,8,0.301762214,"Raygada, Cho & Hilakivi-Clarke_1998",16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.075051863,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-1.300028282,Reyes-Castro et al. _2012a,16
metabolism,Rodriguez et al. ,2012,6,6,0.319853978,Rodriguez et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,-0.319853978,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-0.477020192,Reyes-Castro et al. _2012a,16
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,-0.51053287,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,"Almeida, Tonkiss & Galler ",1996,8,8,-0.019166128,"Almeida, Tonkiss & Galler _1996",16
metabolism,Nolan et al. ,2001,7,7,0.572487616,Nolan et al. _2001,14
metabolism,Frankova & Barnes ,1968,10,8,1.766550852,Frankova & Barnes _1968,18
metabolism,Garg et al. ,2012,6,6,-0.102009427,Garg et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,0.463642236,Rodriguez et al. _2012,12
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,8,8,0.454003071,"Raygada, Cho & Hilakivi-Clarke_1998",16
metabolism,Rodriguez et al. ,2012,6,6,0.554446132,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-1.263623116,Reyes-Castro et al. _2012b,16
metabolism,Bilbo & Tsang ,2010,8,8,-1.028514337,Bilbo & Tsang _2010,16
metabolism,Bilbo & Tsang ,2010,8,8,1.285454297,Bilbo & Tsang _2010,16
metabolism,Bilbo & Tsang ,2010,8,8,1.259768486,Bilbo & Tsang _2010,16
metabolism,Frankova & Barnes ,1968,10,8,-1.227995906,Frankova & Barnes _1968,18
metabolism,Nolan et al. ,2001,7,7,0.856343487,Nolan et al. _2001,14
metabolism,Reyes-Castro et al. ,2012,8,8,-1.553013463,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-1.335559169,Reyes-Castro et al. _2012b,16
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,10,10,-1.806216097,"Raygada, Cho & Hilakivi-Clarke_1998",20
metabolism,Reyes-Castro et al. ,2012,8,8,3.026429308,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.574914219,Reyes-Castro et al. _2012a,16
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.55369293,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.209422097,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Rodriguez et al. ,2012,6,6,0.093892327,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-1.237359556,Reyes-Castro et al. _2012b,16
metabolism,Bilbo & Tsang ,2010,8,8,0.266887548,Bilbo & Tsang _2010,16
metabolism,Watkins et al. ,2008,46,62,-0.078219,Watkins et al. _2008a,108
metabolism,"Trzcinska, Tonkiss & Galler ",1999,14,14,0.014367145,"Trzcinska, Tonkiss & Galler _1999",28
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.742214748,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Garg et al. ,2012,6,6,0.036784747,Garg et al. _2012,12
metabolism,Duran et al. ,2005,10,10,-0.610602442,Duran et al. _2005,20
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,10,10,-1.011078353,"Raygada, Cho & Hilakivi-Clarke_1998",20
metabolism,Watkins et al. ,2008,60,52,-0.348895679,Watkins et al. _2008b,112
metabolism,Reyes-Castro et al. ,2012,8,8,-0.594350747,Reyes-Castro et al. _2012a,16
metabolism,Watkins et al. ,2008,54,57,-0.263911877,Watkins et al. _2008b,111
metabolism,Reyes-Castro et al. ,2012,8,8,-1.19770447,Reyes-Castro et al. _2012b,16
metabolism,Garg et al. ,2012,6,6,-0.19113254,Garg et al. _2012,12
metabolism,Gilbert et al. ,2010,16,16,-0.353706083,Gilbert et al. _2010,32
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.263339799,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Reyes-Castro et al. ,2012,8,8,-0.951315413,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.243849659,Reyes-Castro et al. _2012a,16
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,-1.129009958,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,Watkins et al. ,2008,50,52,0.451820375,Watkins et al. _2008a,102
metabolism,Reyes-Castro et al. ,2012,8,8,0.048200366,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.048332093,Reyes-Castro et al. _2012b,16
metabolism,"Borsonelo, Suchecki & Galduroz",2011,9,10,0.174696765,"Borsonelo, Suchecki & Galduroz_2011b",19
metabolism,Watkins et al. ,2008,46,55,0.220209196,Watkins et al. _2008a,101
metabolism,Watkins et al. ,2008,46,55,0.060538147,Watkins et al. _2008a,101
metabolism,Duran et al. ,2005,10,10,0.393042807,Duran et al. _2005,20
metabolism,Rodriguez et al. ,2012,6,6,-0.631883277,Rodriguez et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,0.631883277,Rodriguez et al. _2012,12
metabolism,Garg et al. ,2012,6,6,-0.662221335,Garg et al. _2012,12
metabolism,Watkins et al. ,2008,50,52,-0.381636462,Watkins et al. _2008a,102
metabolism,Watkins et al. ,2008,50,50,0.712238295,Watkins et al. _2008a,100
metabolism,Watkins et al. ,2008,46,62,0.242891528,Watkins et al. _2008a,108
metabolism,Reyes-Castro et al. ,2012,8,8,-0.382361598,Reyes-Castro et al. _2012a,16
metabolism,Gilbert et al. ,2010,16,16,-0.314649873,Gilbert et al. _2010,32
metabolism,Garg et al. ,2012,6,6,-0.012005622,Garg et al. _2012,12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.134509197,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,-1.583671663,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,0.316734333,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,-0.494130062,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.097857852,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.269166283,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Bilbo & Tsang ,2010,8,8,-0.312355412,Bilbo & Tsang _2010,16
metabolism,Rodriguez et al. ,2012,6,6,0.50216637,Rodriguez et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,1.002778982,Reyes-Castro et al. _2012a,16
metabolism,"Raygada, Cho & Hilakivi-Clarke",1998,10,10,-1.238345156,"Raygada, Cho & Hilakivi-Clarke_1998",20
metabolism,Reyes-Castro et al. ,2012,8,8,2.018716127,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,1.623677423,Reyes-Castro et al. _2012b,16
metabolism,Watkins et al. ,2008,50,50,-0.234319332,Watkins et al. _2008a,100
